ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,16,0,1,0,1,0,0,0,0,0,0,0,1,1,41,119,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Cyclist Collisions,Cyclist Passenger,2 Wheels,13,1,1,0,0,0,0,0,0,0,0,0,0,1,11,87,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,1,0,41,138,11
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,33,48,12
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,18,0,1,1,0,0,0,1,1,0,0,0,0,0,53,39,6
Major Arterial,Etobicoke York,Intersection,Other,No Control,Snow,Daylight,Slush,Approaching,Driver,Automobile,15,0,1,0,1,0,0,1,1,0,0,0,0,1,31,23,2
Other,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,0,0,22,20,2
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Approaching,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,1,0,0,0,31,27,3
Collector,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,15,0,1,0,0,0,0,0,1,0,0,0,1,0,11,91,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,1,0,0,0,1,0,43,137,3
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,17,1,1,0,0,0,0,0,1,0,0,0,0,0,32,50,6
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Dark,Wet,Turning Movement,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,11,89,11
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Bus,18,0,0,0,0,1,0,0,0,0,0,0,1,0,23,1,3
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,13,0,1,0,0,0,0,1,1,0,0,0,0,0,31,26,5
Collector,Scarborough,Mid-Block,Other,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,SMV Other,Other,Other,2,0,1,0,0,0,0,0,0,0,1,0,0,0,42,117,5
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,10,0,1,0,1,0,0,0,1,1,0,0,0,1,42,116,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,16,1,1,0,0,0,0,0,1,0,0,0,0,0,14,80,5
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,0,0,23,6,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Snow,Dark,Ice,Approaching,Driver,Automobile,19,0,1,0,0,0,0,1,1,0,0,0,0,1,33,46,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,8,0,1,0,0,0,0,0,1,1,0,0,1,0,23,3,10
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Other,Other,2,0,1,0,0,0,0,1,1,0,0,0,0,1,22,17,8
Major Arterial,Scarborough,Mid-Block,Other,No Control,Rain,Dark,Wet,Cyclist Collisions,Driver,Automobile,6,1,1,0,0,0,0,0,1,0,0,0,0,0,41,126,11
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,21,0,0,0,0,1,0,0,0,0,0,0,1,1,14,84,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Other,Passenger,Other,5,0,0,0,0,1,0,0,0,0,0,0,0,1,52,76,6
Collector,Scarborough,Intersection,At Intersection,No Control,Other,Dark,Other,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,43,137,3
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Turning Movement,Passenger,Other,17,0,1,0,0,0,0,0,1,0,0,0,0,1,12,115,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,53,39,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Snow,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,10,0,0,0,1,0,0,0,1,0,0,0,1,0,12,30,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Turning Movement,Driver,Automobile,22,0,1,0,0,0,0,1,1,0,1,0,0,1,23,1,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,1,0,14,95,1
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,7,0,1,0,0,0,0,0,1,1,0,0,1,0,41,123,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Automobile,0,0,1,0,0,0,0,0,1,1,1,0,0,1,43,137,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,1,0,13,108,9
Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,21,1,1,0,0,0,0,0,0,0,0,0,0,1,22,14,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,16,0,1,1,0,0,0,0,1,0,0,0,0,0,42,133,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,6,0,0,0,0,1,0,0,1,0,0,0,1,0,53,99,1
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,1,0,0,0,1,0,32,39,11
Major Arterial,North York,Intersection,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Other,2,0,1,0,0,0,0,1,1,0,1,0,0,1,53,99,4
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Other,12,0,1,0,0,0,0,0,1,0,0,0,0,1,33,42,11
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Approaching,Passenger,Other,22,0,1,0,0,0,0,0,0,0,1,0,0,1,53,95,12
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Wet,Pedestrian Collisions,Vehicle Owner,Other,2,0,1,0,0,0,0,0,1,0,0,0,1,1,22,16,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,22,0,1,0,0,0,0,0,1,0,0,0,1,0,11,93,5
Collector,Scarborough,Intersection,Other,No Control,Rain,Dark,Wet,SMV Other,Passenger,Other,3,0,1,0,0,0,0,1,1,0,1,0,0,1,43,139,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,32,35,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,22,0,1,1,0,0,0,0,0,0,0,0,0,0,52,77,9
Minor Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Approaching,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,0,1,43,135,8
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,43,127,11
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Rear End,Driver,Truck,22,0,1,0,0,0,0,0,1,0,0,0,0,1,22,14,1
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,Other,10,0,1,1,0,0,0,1,1,0,0,0,0,0,42,129,6
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,13,0,1,0,0,0,0,1,1,0,0,0,0,0,23,1,9
Local,Toronto and East York,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,0,0,0,0,0,0,0,14,85,1
Minor Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,1,0,22,9,2
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Other,Other,16,0,0,0,1,0,0,0,0,0,0,0,1,0,31,27,10
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,Automobile,17,0,1,0,0,0,0,0,1,0,0,0,0,0,14,82,9
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,11,0,1,0,0,0,0,1,1,0,0,0,0,1,22,17,5
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Ice,Approaching,Driver,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,0,1,55,62,3
Local,Scarborough,Intersection,At/Near Private Drive,Stop Sign,Clear,Daylight,Dry,SMV Other,Passenger,Other,14,0,1,0,0,0,0,1,1,0,0,0,0,1,42,117,4
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Other,2 Wheels,1,1,0,0,0,0,0,0,1,0,0,0,0,0,13,94,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Turning Movement,Driver,Automobile,5,0,1,0,0,0,0,0,1,0,0,0,0,0,33,45,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,42,116,11
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,11,1,1,0,0,0,0,0,0,0,0,0,0,0,55,70,3
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,8
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Van,1,0,1,0,0,0,0,0,0,0,0,0,1,0,51,73,8
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,21,1,1,0,0,0,0,0,1,0,0,0,0,0,11,87,8
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Approaching,Driver,Automobile,14,0,1,0,0,0,0,0,0,0,1,0,0,0,42,117,6
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,0,1,32,38,8
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Dusk,Wet,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,1,0,14,83,5
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,14,93,2
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Rear End,Motorcycle Passenger,Other,0,0,1,1,0,0,0,0,1,0,0,0,0,1,41,126,8
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,0,0,0,0,1,0,13,94,5
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,13,107,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,32,51,10
Major Arterial,North York,Mid-Block,Other,No Control,Rain,Dark,Wet,Approaching,Passenger,Other,20,0,1,0,0,0,0,0,1,0,1,0,0,1,32,37,6
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,0,1,43,137,8
Collector,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,1,0,31,27,9
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,55,62,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Other,0,0,1,0,0,0,0,0,1,1,1,0,0,1,43,137,8
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,8,0,1,0,0,0,0,0,0,0,0,1,0,1,43,133,3
Minor Arterial,Etobicoke York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,1,0,12,111,6
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Other,21,0,0,0,0,0,0,0,0,0,0,0,1,1,11,86,4
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Passenger,Other,17,1,1,0,0,0,0,0,1,0,0,0,0,1,32,51,7
Local,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Driver,Automobile,20,0,1,0,0,0,0,1,1,0,0,0,0,1,12,111,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Cyclist Collisions,Cyclist Passenger,2 Wheels,14,1,1,0,0,0,0,0,1,0,0,0,0,0,14,82,2
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,SMV Other,Passenger,Other,15,0,1,0,0,0,0,1,1,0,0,0,0,1,14,85,6
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,4,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,5
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,8,1,0,0,1,0,0,0,0,0,0,0,0,0,53,103,4
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Unattended Vehicle,Other,Other,21,0,0,1,0,0,0,0,0,0,0,0,0,0,11,93,6
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,17,0,1,0,0,0,0,0,1,1,0,0,0,1,22,20,10
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Passenger,Other,7,0,1,0,0,0,0,0,1,0,0,0,1,1,42,131,1
Minor Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,1,0,52,77,4
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Snow,SMV Other,Other,Other,8,0,1,0,0,0,0,0,0,0,0,0,0,0,14,82,2
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Other,Passenger,Other,9,0,0,0,0,1,0,0,0,0,0,0,0,1,42,130,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,53,102,9
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,0,0,0,0,1,0,33,52,5
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Bus,17,0,1,0,0,1,0,0,1,0,0,0,0,0,54,66,9
Minor Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Angle,Passenger,Other,21,0,1,1,0,0,0,0,0,0,0,0,0,1,12,112,7
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,SMV Other,Driver,Automobile,8,0,1,0,0,0,0,1,1,0,0,0,0,0,41,122,4
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,18,1,0,0,0,0,0,0,0,0,0,0,1,0,51,71,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Truck Driver,Truck,9,0,1,0,1,0,0,1,1,0,0,0,1,0,12,30,3
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Bus,23,0,0,0,0,1,0,0,0,0,0,0,1,0,55,70,9
Minor Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,21,0,1,1,0,0,0,0,1,0,0,0,0,1,22,11,5
Collector,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,15,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,14,77,2
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,0,0,43,134,11
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,13,0,1,0,0,0,0,0,1,0,0,0,1,0,54,61,2
Other,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Rear End,Passenger,Other,19,0,1,0,0,0,0,0,1,0,0,0,0,1,33,42,1
Collector,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Truck,20,0,1,0,0,0,0,1,1,1,0,0,0,1,41,119,5
Collector,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,13,1,1,0,0,0,0,0,1,0,0,0,0,0,52,76,4
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,11,91,1
Major Arterial,North York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,1,33,47,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,19,0,0,0,0,1,0,0,0,0,0,0,1,0,52,76,2
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Snow,Dark,Snow,Turning Movement,Passenger,Other,5,0,1,0,0,0,0,0,1,1,0,0,0,1,12,112,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,14,1,1,0,0,0,0,0,0,0,0,0,0,1,52,76,11
Minor Arterial,Scarborough,Intersection,Other,No Control,Clear,Dark,Dry,Sideswipe,Driver,Automobile,18,1,1,0,0,0,0,0,0,0,0,0,0,0,41,119,11
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,22,0,0,1,0,0,0,0,0,0,0,0,0,0,14,85,8
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,13,0,1,0,0,0,0,0,0,0,0,0,1,0,31,25,6
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Vehicle Owner,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,1,14,81,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,14,0,1,0,0,0,0,0,0,0,0,0,1,1,53,98,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Other,0,0,1,0,0,1,0,0,1,1,0,0,0,1,23,21,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,13,107,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Automobile,20,0,1,0,0,0,0,0,1,1,0,0,0,1,41,120,9
Minor Arterial,Scarborough,Intersection,Other,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,0,0,1,0,0,0,1,0,0,0,1,0,42,128,9
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,32,33,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Snow,Daylight,Slush,Rear End,Driver,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,0,0,41,119,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Vehicle Owner,Other,20,1,0,0,1,0,0,0,0,0,0,0,0,0,31,27,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,0,1,1,0,0,0,0,1,1,0,1,0,0,0,31,25,6
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Driver,Van,15,0,1,0,0,0,0,1,1,0,0,0,1,0,31,26,4
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Turning Movement,Motorcycle Passenger,2 Wheels,21,0,0,1,0,0,0,0,1,0,0,0,0,0,22,14,10
Major Arterial,Scarborough,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,18,0,0,0,1,0,0,0,0,0,0,0,1,1,42,118,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,12,0,1,0,0,0,0,0,1,1,0,0,1,1,22,10,1
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Rear End,Passenger,Other,20,0,1,0,0,0,0,0,0,0,0,0,0,1,22,17,3
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,20,0,0,0,0,1,0,0,1,0,0,0,1,1,13,96,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,15,0,1,0,0,0,0,0,1,1,0,0,0,1,23,1,7
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Vehicle Owner,Other,17,0,1,0,1,0,0,0,1,0,0,0,0,0,22,10,8
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,20,0,1,0,0,0,0,0,0,0,0,0,1,0,41,121,9
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Truck Driver,Truck,6,0,0,0,1,0,0,0,1,0,0,0,1,0,32,105,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,1,0,0,0,0,0,0,1,1,12,110,6
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,43,135,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,18,0,1,1,0,0,0,0,1,0,0,0,0,0,32,33,5
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,Other,2,0,1,0,0,0,0,1,1,0,1,0,0,1,53,98,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,14,0,1,0,0,0,0,0,0,0,0,0,1,0,51,71,4
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,SMV Other,Driver,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,0,1,23,8,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Other,Passenger,Other,21,0,1,0,0,0,0,1,1,0,0,0,0,1,51,71,11
Collector,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Other,Other,21,0,1,1,0,0,0,1,1,0,0,0,0,0,42,128,7
